from,to,count
Guinea,Senegal,4275
Guinea,Singapore,3
Guinea,Sierra Leone,65021
Guinea,Serbia,2
Guinea,South Sudan,1
Guinea,Sao Tome and Principe,1
Guinea,Suriname,2
Guinea,Slovakia,9
Guinea,Slovenia,10
Guinea,Sweden,570
Guinea,Swaziland,8
Guinea,Togo,54
Guinea,Tunisia,1
Guinea,Turkey,84
Guinea,Tanzania,1
Guinea,Uganda,1
Guinea,Ukraine,47
Guinea,United States,13927
Guinea,Venezuela,10
Guinea,Vanuatu,1
Guinea,South Africa,240
Guadeloupe,Aruba,2
Guadeloupe,United Arab Emirates,123
Guadeloupe,Argentina,5
Guadeloupe,Australia,370
Guadeloupe,Austria,19
Guadeloupe,Burundi,7
Guadeloupe,Belgium,138
Guadeloupe,Benin,10
Guadeloupe,Bulgaria,5
Guadeloupe,Bahrain,16
Guadeloupe,Bahamas,1
Guadeloupe,Bolivia,21
Guadeloupe,Central African Republic,47
Guadeloupe,Canada,687
Guadeloupe,Switzerland,139
Guadeloupe,Channel Islands,11
Guadeloupe,Chile,1
Guadeloupe,Cameroon,15
Guadeloupe,Republic of Congo,130
Guadeloupe,Colombia,86
Guadeloupe,Comoros,2
Guadeloupe,Cape Verde,1
Guadeloupe,Cuba,3
Guadeloupe,Cyprus,6
Guadeloupe,Czech Republic,11
Guadeloupe,Germany,134
Guadeloupe,Denmark,18
Guadeloupe,Dominican Republic,25
Guadeloupe,Algeria,7
Guadeloupe,Ecuador,223
Guadeloupe,Egypt,8
Guadeloupe,Western Sahara,3
Guadeloupe,Spain,437
Guadeloupe,Finland,15
Guadeloupe,France,33
Guadeloupe,United Kingdom,64
Guadeloupe,Ghana,1
Guadeloupe,Equatorial Guinea,86
Guadeloupe,Greece,25
Guadeloupe,Guatemala,5
Guadeloupe,French Guiana,17
Guadeloupe,Croatia,1
Guadeloupe,Haiti,10
Guadeloupe,Hungary,19
Guadeloupe,Ireland,31
Guadeloupe,Iceland,5
Guadeloupe,Israel,468
Guadeloupe,Italy,747
Guadeloupe,Japan,41
Guadeloupe,Kuwait,9
Guadeloupe,Saint Lucia,21
Guadeloupe,Lithuania,3
Guadeloupe,Luxembourg,35
Guadeloupe,Latvia,3
Guadeloupe,Madagascar,97
Guadeloupe,Mexico,1
Guadeloupe,Malta,1
Guadeloupe,Mongolia,1
Guadeloupe,Mauritania,21
Guadeloupe,Martinique,800
Guadeloupe,Mauritius,17
Guadeloupe,Mayotte,61
Guadeloupe,New Caledonia,454
Guadeloupe,Netherlands,15
Guadeloupe,Norway,22
Guadeloupe,New Zealand,45
Guadeloupe,Panama,27
Guadeloupe,Philippines,13
Guadeloupe,Poland,95
Guadeloupe,Portugal,40
Guadeloupe,Paraguay,5
Guadeloupe,Qatar,32
Guadeloupe,Reunion,119
Guadeloupe,Romania,23
Guadeloupe,Russia,27
Guadeloupe,Rwanda,5
Guadeloupe,Solomon Islands,4
Guadeloupe,El Salvador,1
Guadeloupe,Serbia,7
Guadeloupe,Suriname,95
Guadeloupe,Slovakia,15
Guadeloupe,Slovenia,2
Guadeloupe,Sweden,34
Guadeloupe,Togo,2
Guadeloupe,Tunisia,8
Guadeloupe,Turkey,122
Guadeloupe,Uganda,3
Guadeloupe,United States,900
Guadeloupe,Venezuela,39
Guadeloupe,Virgin Islands,1
Guadeloupe,Vanuatu,12
Guadeloupe,South Africa,114
Gambia,Australia,75
Gambia,Austria,178
Gambia,Bulgaria,6
Gambia,Brazil,17
Gambia,Central African Republic,1
Gambia,Canada,207
Gambia,Switzerland,325
Gambia,Chile,1
Gambia,Cape Verde,103
Gambia,Czech Republic,7
Gambia,Germany,717
Gambia,Denmark,198
Gambia,Ecuador,26
Gambia,Egypt,6
Gambia,Western Sahara,15
Gambia,Spain,8507
Gambia,Finland,233
Gambia,France,515
Gambia,United Kingdom,7834
Gambia,Ghana,8
Gambia,Guinea-Bissau,140
Gambia,Greece,18
Gambia,Hungary,6
Gambia,Ireland,16
Gambia,Iceland,3
Gambia,Italy,324
Gambia,Liberia,605
Gambia,Libya,1
Gambia,Malta,1
Gambia,Mauritania,31
Gambia,Nigeria,496
Gambia,Netherlands,221
Gambia,Norway,370
Gambia,New Zealand,12
Gambia,Poland,5
Gambia,Portugal,325
Gambia,Romania,1
Gambia,Slovenia,4
Gambia,Sweden,1566
Gambia,Turkey,7
Gambia,United States,1502
Guinea-Bissau,Angola,8
Guinea-Bissau,Australia,2
Guinea-Bissau,Austria,11
Guinea-Bissau,Belgium,2
Guinea-Bissau,Bulgaria,2
Guinea-Bissau,Brazil,423
Guinea-Bissau,Central African Republic,14
Guinea-Bissau,Canada,20
Guinea-Bissau,Switzerland,65
Guinea-Bissau,Republic of Congo,1
Guinea-Bissau,Colombia,2
Guinea-Bissau,Cape Verde,2037
Guinea-Bissau,Czech Republic,8
Guinea-Bissau,Germany,1
Guinea-Bissau,Denmark,10
Guinea-Bissau,Ecuador,5
Guinea-Bissau,Egypt,24
Guinea-Bissau,Western Sahara,335
Guinea-Bissau,Spain,2176
Guinea-Bissau,Finland,2
Guinea-Bissau,France,6
Guinea-Bissau,United Kingdom,8
Guinea-Bissau,Hungary,3
Guinea-Bissau,Israel,1
Guinea-Bissau,Italy,135
Guinea-Bissau,Liberia,380
Guinea-Bissau,Libya,15
Guinea-Bissau,Luxembourg,5
Guinea-Bissau,Mexico,1
Guinea-Bissau,Mauritania,556
Guinea-Bissau,Nigeria,214
Guinea-Bissau,Netherlands,33
Guinea-Bissau,Norway,6
Guinea-Bissau,Panama,1
Guinea-Bissau,Portugal,6022
Guinea-Bissau,Russia,1
Guinea-Bissau,Slovakia,1
Guinea-Bissau,Slovenia,1
Guinea-Bissau,Sweden,30
Guinea-Bissau,United States,15
Guinea-Bissau,South Africa,14
Greece,Angola,6
Greece,Albania,2
Greece,United Arab Emirates,186
Greece,Australia,439
Greece,Austria,309
Greece,Azerbaijan,4
Greece,Burundi,27
Greece,Belgium,317
Greece,Benin,2
Greece,Bulgaria,339
Greece,Bahrain,30
Greece,Belarus,30
Greece,Belize,2
Greece,Bolivia,13
Greece,Brazil,36
Greece,Barbados,4
Greece,Brunei,2
Greece,Botswana,13
Greece,Central African Republic,16
Greece,Canada,212
Greece,Switzerland,778
Greece,Channel Islands,24
Greece,Chile,12
Greece,China,157
Greece,Cameroon,3
Greece,Democratic Republic of the Congo,38
Greece,Republic of Congo,30
Greece,Colombia,24
Greece,Cape Verde,2
Greece,Costa Rica,3
Greece,Cyprus,470
Greece,Czech Republic,388
Greece,Germany,1728
Greece,Denmark,203
Greece,Dominican Republic,4
Greece,Algeria,55
Greece,Ecuador,81
Greece,Egypt,93
Greece,Western Sahara,1
Greece,Spain,1341
Greece,Estonia,9
Greece,Finland,134
Greece,Fiji,1
Greece,France,708
Greece,Gabon,1
Greece,United Kingdom,2343
Greece,Ghana,4
Greece,Guadeloupe,1
Greece,Equatorial Guinea,21
Greece,Guatemala,4
Greece,Guyana,2
Greece,Hong Kong,6
Greece,Honduras,1
Greece,Croatia,40
Greece,Haiti,2
Greece,Hungary,362
Greece,Indonesia,19
Greece,Ireland,109
Greece,Iran,4
Greece,Iraq,1
Greece,Iceland,25
Greece,Israel,2659
Greece,Italy,7058
Greece,Jamaica,5
Greece,Jordan,3
Greece,Japan,89
Greece,Kazakhstan,581
Greece,Kyrgyzstan,2
Greece,South Korea,196
Greece,Kuwait,5
Greece,Lebanon,1
Greece,Liberia,8
Greece,Libya,33
Greece,Saint Lucia,1
Greece,Lithuania,36
Greece,Luxembourg,61
Greece,Latvia,28
Greece,Moldova,11
Greece,Madagascar,21
Greece,Mexico,405
Greece,Macedonia,8
Greece,Malta,85
Greece,Montenegro,1
Greece,Mongolia,5
Greece,Mauritania,4
Greece,Mauritius,5
Greece,Mayotte,13
Greece,New Caledonia,46
Greece,Netherlands,248
Greece,Norway,251
Greece,New Zealand,122
Greece,Panama,11
Greece,Philippines,24
Greece,Poland,633
Greece,North Korea,8
Greece,Portugal,120
Greece,Paraguay,4
Greece,Palestine,46
Greece,Qatar,57
Greece,Reunion,23
Greece,Romania,498
Greece,Russia,750
Greece,Rwanda,7
Greece,Singapore,86
Greece,El Salvador,1
Greece,Serbia,41
Greece,South Sudan,113
Greece,Suriname,2
Greece,Slovakia,160
Greece,Slovenia,50
Greece,Sweden,338
Greece,Swaziland,1
Greece,Syria,6
Greece,Chad,3
Greece,Togo,1
Greece,Thailand,4
Greece,Turkmenistan,2
Greece,Trinidad and Tobago,2
Greece,Tunisia,6
Greece,Turkey,2972
Greece,Tanzania,12
Greece,Uganda,19
Greece,Ukraine,441
Greece,Uruguay,5
Greece,United States,124
Greece,Uzbekistan,12
Greece,Saint Vincent and the Grenadines,1
Greece,Venezuela,12
Greece,Vietnam,5
Greece,Vanuatu,1
Greece,South Africa,300
Grenada,Aruba,115
Grenada,Australia,24
Grenada,Austria,5
Grenada,Bahamas,8
Grenada,Bolivia,1
Grenada,Brazil,16
Grenada,Barbados,287
Grenada,Canada,2518
Grenada,Switzerland,13
Grenada,Chile,1
Grenada,Colombia,3
Grenada,Costa Rica,1
Grenada,Cuba,9
Grenada,Czech Republic,5
Grenada,Denmark,3
Grenada,Dominican Republic,2
Grenada,Ecuador,8
Grenada,Spain,15
Grenada,France,3
Grenada,United Kingdom,13
Grenada,Guyana,65
Grenada,Hungary,3
Grenada,Ireland,5
Grenada,Italy,19
Grenada,Jamaica,75
Grenada,Saint Lucia,59
Grenada,Mexico,1
Grenada,Nicaragua,1
Grenada,Netherlands,16
Grenada,New Zealand,4
Grenada,Panama,11
Grenada,Peru,1
Grenada,Poland,5
Grenada,Portugal,1
Grenada,Romania,1
Grenada,Russia,13
Grenada,Slovakia,1
Grenada,Sweden,16
Grenada,Trinidad and Tobago,16
Grenada,United States,2110
Grenada,Venezuela,12
Grenada,Virgin Islands,15
Guatemala,Australia,88
Guatemala,Austria,84
Guatemala,Bulgaria,3
Guatemala,Bahamas,7
Guatemala,Belize,2576
Guatemala,Bolivia,66
Guatemala,Brazil,73
Guatemala,Canada,3129
Guatemala,Switzerland,296
Guatemala,Chile,18
Guatemala,Colombia,161
Guatemala,Costa Rica,135
Guatemala,Czech Republic,16
Guatemala,Germany,131
Guatemala,Denmark,81
Guatemala,Dominican Republic,52
Guatemala,Ecuador,304
Guatemala,Egypt,3
Guatemala,Spain,2813
Guatemala,Finland,31
Guatemala,France,974
Guatemala,Honduras,252
Guatemala,Hungary,8
Guatemala,Ireland,23
Guatemala,Iceland,10
Guatemala,Israel,10
Guatemala,Italy,812
Guatemala,Jamaica,64
Guatemala,Saint Lucia,2
Guatemala,Luxembourg,2
Guatemala,Mexico,4261
Guatemala,Malta,1
Guatemala,Nicaragua,5
Guatemala,Netherlands,196
Guatemala,Norway,124
Guatemala,New Zealand,8
Guatemala,Panama,307
Guatemala,Poland,5
Guatemala,Portugal,7
Guatemala,Paraguay,7
Guatemala,Romania,1
Guatemala,El Salvador,1201
Guatemala,Slovakia,1
Guatemala,Slovenia,1
Guatemala,Sweden,185
Guatemala,Turkey,7
Guatemala,United States,196146
Guatemala,Venezuela,57
Guatemala,South Africa,16
French Guiana,United Arab Emirates,65
French Guiana,Argentina,4
French Guiana,Australia,208
French Guiana,Austria,9
French Guiana,Burundi,4
French Guiana,Belgium,68
French Guiana,Benin,6
French Guiana,Bulgaria,3
French Guiana,Bahrain,8
French Guiana,Bolivia,15
French Guiana,Brazil,79
French Guiana,Barbados,14
French Guiana,Central African Republic,27
French Guiana,Canada,391
French Guiana,Switzerland,66
French Guiana,Channel Islands,5
French Guiana,Chile,2
French Guiana,Cameroon,9
French Guiana,Republic of Congo,77
French Guiana,Colombia,37
French Guiana,Comoros,2
French Guiana,Cape Verde,1
French Guiana,Costa Rica,1
French Guiana,Cyprus,3
French Guiana,Czech Republic,6
French Guiana,Germany,65
French Guiana,Denmark,9
French Guiana,Dominican Republic,3
French Guiana,Algeria,4
French Guiana,Ecuador,103
French Guiana,Egypt,5
French Guiana,Western Sahara,2
French Guiana,Spain,165
French Guiana,Finland,8
French Guiana,France,249
French Guiana,United Kingdom,84
French Guiana,Ghana,1
French Guiana,Guadeloupe,93
French Guiana,Equatorial Guinea,51
French Guiana,Greece,1
French Guiana,Guatemala,4
French Guiana,Guyana,1
French Guiana,Hong Kong,3
French Guiana,Croatia,1
French Guiana,Haiti,2
French Guiana,Hungary,10
French Guiana,Ireland,15
French Guiana,Iceland,2
French Guiana,Israel,249
French Guiana,Italy,400
French Guiana,Jamaica,1
French Guiana,Japan,21
French Guiana,South Korea,1
French Guiana,Kuwait,5
French Guiana,Saint Lucia,94
French Guiana,Lithuania,1
French Guiana,Luxembourg,17
French Guiana,Latvia,2
French Guiana,Macao,1
French Guiana,Madagascar,56
French Guiana,Mexico,1
French Guiana,Mongolia,1
French Guiana,Mauritania,13
French Guiana,Martinique,132
French Guiana,Mauritius,10
French Guiana,Mayotte,35
French Guiana,New Caledonia,226
French Guiana,Netherlands,7
French Guiana,Norway,11
French Guiana,New Zealand,27
French Guiana,Panama,13
French Guiana,Philippines,6
French Guiana,Poland,49
French Guiana,Portugal,21
French Guiana,Paraguay,4
French Guiana,Qatar,17
French Guiana,Reunion,68
French Guiana,Romania,13
French Guiana,Russia,15
French Guiana,Rwanda,3
French Guiana,Singapore,1
French Guiana,Solomon Islands,2
French Guiana,El Salvador,1
French Guiana,Serbia,4
French Guiana,Suriname,202
French Guiana,Slovakia,8
French Guiana,Slovenia,1
French Guiana,Sweden,18
French Guiana,Togo,1
French Guiana,Thailand,170
French Guiana,Tunisia,4
French Guiana,Turkey,51
French Guiana,Uganda,2
French Guiana,United States,343
French Guiana,Venezuela,21
French Guiana,Vanuatu,6
French Guiana,South Africa,75
Guam,United Arab Emirates,11
Guam,Australia,205
Guam,Austria,4
Guam,Belgium,4
Guam,Bulgaria,1
Guam,Bahrain,2
Guam,Belize,1
Guam,Bolivia,2
Guam,Brazil,8
Guam,Brunei,26
Guam,Botswana,1
Guam,Canada,37
Guam,Switzerland,14
Guam,Chile,1
Guam,China,64
Guam,Colombia,4
Guam,Costa Rica,1
Guam,Cyprus,2
Guam,Czech Republic,9
Guam,Germany,36
Guam,Denmark,5
Guam,Dominican Republic,1
Guam,Algeria,1
Guam,Ecuador,13
Guam,Egypt,2
Guam,Spain,15
Guam,Finland,3
Guam,France,21
Guam,United Kingdom,46
Guam,Guatemala,1
Guam,Hong Kong,14
Guam,Hungary,5
Guam,Indonesia,10
Guam,Ireland,3
Guam,Iceland,1
Guam,Israel,61
Guam,Italy,30
Guam,Jamaica,1
Guam,Japan,79
Guam,Kazakhstan,1
Guam,South Korea,124
Guam,Libya,1
Guam,Lithuania,1
Guam,Latvia,1
Guam,Macao,2
Guam,Mexico,124
Guam,Mongolia,1
Guam,Malaysia,1
Guam,Netherlands,7
Guam,Norway,6
Guam,New Zealand,36
Guam,Panama,2
Guam,Philippines,3
Guam,Papua New Guinea,1
Guam,Poland,12
Guam,North Korea,4
Guam,Portugal,1
Guam,Paraguay,1
Guam,Palestine,2
Guam,Qatar,3
Guam,Romania,3
Guam,Russia,6
Guam,Singapore,40
Guam,Slovakia,2
Guam,Sweden,9
Guam,Thailand,2
Guam,Turkey,9
Guam,Tanzania,1
Guam,Uganda,1
Guam,Uruguay,1
Guam,United States,120
Guam,Venezuela,1
Guam,Vietnam,3
Guam,South Africa,11
Guyana,Aruba,60
Guyana,Australia,43
Guyana,Austria,3
Guyana,Bulgaria,2
Guyana,Bahamas,110
Guyana,Bolivia,1
Guyana,Brazil,62
Guyana,Barbados,723
Guyana,Canada,7603
Guyana,Switzerland,20
Guyana,Colombia,5
Guyana,Czech Republic,5
Guyana,Denmark,10
Guyana,Dominican Republic,1
Guyana,Ecuador,12
Guyana,Finland,7
Guyana,France,2606
Guyana,United Kingdom,21378
Guyana,Guadeloupe,9
Guyana,Greece,8
Guyana,Grenada,15
Guyana,Guatemala,1
Guyana,Hungary,1
Guyana,Ireland,2
Guyana,Iceland,7
Guyana,Italy,27
Guyana,Saint Lucia,433
Guyana,Malta,1
Guyana,Nicaragua,1
Guyana,Netherlands,37
Guyana,Norway,14
Guyana,New Zealand,17
Guyana,Poland,15
Guyana,Paraguay,1
Guyana,Suriname,2281
Guyana,Slovakia,1
Guyana,Slovenia,1
Guyana,Sweden,24
Guyana,Trinidad and Tobago,342
Guyana,Turkey,2
Guyana,United States,5744
Guyana,Saint Vincent and the Grenadines,104
Guyana,Venezuela,1306
Guyana,South Africa,3
Hong Kong,United Arab Emirates,2
Hong Kong,Australia,17784
Hong Kong,Austria,92
Hong Kong,Belgium,6
Hong Kong,Bulgaria,2
Hong Kong,Belize,10
Hong Kong,Bolivia,11
Hong Kong,Brazil,1
Hong Kong,Brunei,2051
Hong Kong,Botswana,1
Hong Kong,Central African Republic,1
Hong Kong,Canada,31655
Hong Kong,Switzerland,33
Hong Kong,Chile,7
Hong Kong,China,1862
Hong Kong,Republic of Congo,1
Hong Kong,Colombia,13
Hong Kong,Costa Rica,337
Hong Kong,Cyprus,4
Hong Kong,Czech Republic,23
Hong Kong,Germany,29
Hong Kong,Denmark,126
Hong Kong,Algeria,2
Hong Kong,Ecuador,77
Hong Kong,Egypt,4
Hong Kong,Spain,18
Hong Kong,Finland,5
Hong Kong,France,37
Hong Kong,United Kingdom,112434
Hong Kong,Greece,33
Hong Kong,Croatia,1
Hong Kong,Hungary,10
Hong Kong,Indonesia,13
Hong Kong,Ireland,3
Hong Kong,Israel,38
Hong Kong,Italy,166
Hong Kong,Japan,24
Hong Kong,Kazakhstan,12
Hong Kong,South Korea,209
Hong Kong,Lithuania,1
Hong Kong,Luxembourg,1
Hong Kong,Latvia,1
Hong Kong,Macao,4711
Hong Kong,Madagascar,1
Hong Kong,Mexico,1
Hong Kong,Malta,1
Hong Kong,Mongolia,2
Hong Kong,Mauritius,20
Hong Kong,Mayotte,1
Hong Kong,New Caledonia,7
Hong Kong,Netherlands,5
Hong Kong,Norway,359
Hong Kong,New Zealand,20
Hong Kong,Panama,1
Hong Kong,Philippines,138
Hong Kong,Poland,20
Hong Kong,North Korea,100
Hong Kong,Portugal,47
Hong Kong,Paraguay,1
Hong Kong,Reunion,1
Hong Kong,Romania,5
Hong Kong,Russia,50
Hong Kong,Rwanda,1
Hong Kong,Singapore,3509
Hong Kong,El Salvador,1
Hong Kong,Serbia,1
Hong Kong,Slovakia,3
Hong Kong,Slovenia,2
Hong Kong,Sweden,163
Hong Kong,Turkey,64
Hong Kong,Tanzania,2
Hong Kong,Uganda,1
Hong Kong,Ukraine,2
Hong Kong,United States,21007
Hong Kong,Venezuela,111
Hong Kong,Vietnam,245
Hong Kong,South Africa,332
Honduras,Australia,37
Honduras,Austria,18
Honduras,Bulgaria,1
Honduras,Bahamas,7
Honduras,Belize,698
Honduras,Bolivia,80
Honduras,Canada,739
Honduras,Switzerland,142
Honduras,Chile,2
Honduras,Colombia,92
Honduras,Costa Rica,3
Honduras,Cyprus,1
Honduras,Czech Republic,11
Honduras,Germany,80
Honduras,Denmark,31
Honduras,Dominican Republic,8
Honduras,Ecuador,303
Honduras,Spain,13105
Honduras,Finland,17
Honduras,France,48
Honduras,United Kingdom,2
Honduras,Greece,3
Honduras,Guatemala,871
Honduras,Hungary,5
Honduras,Ireland,1
Honduras,Iceland,14
Honduras,Israel,15
Honduras,Italy,753
Honduras,Jamaica,19
Honduras,Kazakhstan,15
Honduras,Mexico,2827
Honduras,Malta,1
Honduras,Netherlands,75
Honduras,Norway,29
Honduras,New Zealand,6
Honduras,Panama,57
Honduras,Poland,5
Honduras,Paraguay,5
Honduras,Romania,1
Honduras,Russia,2
Honduras,El Salvador,145
Honduras,Slovakia,2
Honduras,Slovenia,2
Honduras,Sweden,94
Honduras,Turkey,5
Honduras,Ukraine,1
Honduras,United States,83578
Honduras,Uzbekistan,1
Honduras,Venezuela,35
Honduras,South Africa,1
Croatia,Albania,529
Croatia,Australia,1160
Croatia,Austria,61
Croatia,Belgium,63
Croatia,Bulgaria,11
Croatia,Bolivia,3
Croatia,Brazil,39
Croatia,Canada,452
Croatia,Switzerland,5
Croatia,Chile,2
Croatia,Colombia,2
Croatia,Cyprus,3
Croatia,Czech Republic,379
Croatia,Germany,9957
Croatia,Denmark,45
Croatia,Ecuador,7
Croatia,Egypt,1
Croatia,Spain,112
Croatia,Finland,10
Croatia,France,131
Croatia,United Kingdom,42
Croatia,Greece,35
Croatia,Hungary,189
Croatia,Ireland,13
Croatia,Iceland,15
Croatia,Italy,388
Croatia,Lithuania,1
Croatia,Luxembourg,15
Croatia,Macedonia,34
Croatia,Malta,4
Croatia,Montenegro,231
Croatia,Netherlands,13
Croatia,Norway,194
Croatia,New Zealand,14
Croatia,Panama,2
Croatia,Poland,54
Croatia,Portugal,3
Croatia,Romania,84
Croatia,Russia,19
Croatia,Slovakia,91
Croatia,Slovenia,3209
Croatia,Sweden,253
Croatia,Turkey,46
Croatia,Venezuela,7
Croatia,South Africa,9
Haiti,Aruba,346
Haiti,Australia,20
Haiti,Austria,19
Haiti,Belgium,86
Haiti,Bulgaria,3
Haiti,Bahamas,10405
Haiti,Belize,8
Haiti,Bolivia,4
Haiti,Brazil,23
Haiti,Canada,17952
Haiti,Switzerland,566
Haiti,Chile,8
Haiti,Colombia,55
Haiti,Costa Rica,8
Haiti,Cuba,52
Haiti,Cyprus,2
Haiti,Czech Republic,1
Haiti,Germany,125
Haiti,Denmark,42
Haiti,Dominican Republic,35790
Haiti,Ecuador,98
Haiti,Spain,149
Haiti,Finland,8
Haiti,France,36493
Haiti,Guadeloupe,3286
Haiti,Guatemala,2
Haiti,French Guiana,2088
Haiti,Honduras,4
Haiti,Hungary,1
Haiti,Ireland,1
Haiti,Iceland,5
Haiti,Israel,1
Haiti,Italy,402
Haiti,Luxembourg,1
Haiti,Mexico,335
Haiti,Malta,1
Haiti,Mauritania,1
Haiti,Martinique,177
Haiti,Netherlands,506
Haiti,Norway,18
Haiti,New Zealand,4
Haiti,Panama,78
Haiti,Peru,2
Haiti,Poland,1
Haiti,Romania,2
Haiti,Russia,16
Haiti,Suriname,284
Haiti,Slovenia,2
Haiti,Sweden,46
Haiti,Turkey,2
Haiti,United States,133517
Haiti,Venezuela,425
Haiti,Virgin Islands,39
Haiti,South Africa,1
Hungary,Belgium,21
Hungary,Bulgaria,4
Hungary,Denmark,3
Hungary,Spain,666
Hungary,Finland,1
Hungary,United Kingdom,42
Hungary,Italy,1226
Hungary,Luxembourg,1
Hungary,Norway,3
Hungary,Portugal,13
Hungary,South Sudan,25
Hungary,Slovakia,12
Indonesia,Aruba,3
Indonesia,United Arab Emirates,200422
Indonesia,Argentina,87
Indonesia,Australia,49138
Indonesia,Austria,771
Indonesia,Azerbaijan,2
Indonesia,Belgium,1029
Indonesia,Bangladesh,42361
Indonesia,Bulgaria,35
Indonesia,Bahrain,23072
Indonesia,Bahamas,18
Indonesia,Belize,6
Indonesia,Bolivia,23
Indonesia,Brazil,761
Indonesia,Bhutan,1
Indonesia,Botswana,24
Indonesia,Central African Republic,1
Indonesia,Canada,11736
Indonesia,Switzerland,2272
Indonesia,Chile,92
Indonesia,China,31387
Indonesia,Republic of Congo,7
Indonesia,Colombia,70
Indonesia,Cape Verde,1
Indonesia,Costa Rica,9
Indonesia,Cuba,7
Indonesia,Cyprus,125
Indonesia,Czech Republic,250
Indonesia,Germany,8682
Indonesia,Denmark,891
Indonesia,Dominican Republic,24
Indonesia,Algeria,2342
Indonesia,Ecuador,113
Indonesia,Egypt,3180
Indonesia,Spain,2828
Indonesia,Estonia,1
Indonesia,Finland,355
Indonesia,France,3676
Indonesia,Gabon,1
Indonesia,United Kingdom,950
Indonesia,Georgia,1
Indonesia,Ghana,1
Indonesia,Greece,185
Indonesia,Guatemala,22
Indonesia,Guyana,6
Indonesia,Hong Kong,67064
Indonesia,Honduras,1
Indonesia,Haiti,2
Indonesia,Hungary,261
Indonesia,India,235
Indonesia,Ireland,125
Indonesia,Iceland,87
Indonesia,Israel,308
Indonesia,Italy,2418
Indonesia,Jordan,4032
Indonesia,Japan,15601
Indonesia,Kazakhstan,35
Indonesia,Kyrgyzstan,1
Indonesia,Cambodia,15
Indonesia,South Korea,14946
Indonesia,Kuwait,32699
Indonesia,Laos,11
Indonesia,Lebanon,605
Indonesia,Libya,5185
Indonesia,Lithuania,3
Indonesia,Luxembourg,12
Indonesia,Latvia,5
Indonesia,Macao,683
Indonesia,Morocco,212
Indonesia,Moldova,2
Indonesia,Madagascar,30
Indonesia,Mexico,141
Indonesia,Malta,19
Indonesia,Myanmar,65
Indonesia,Mongolia,20
Indonesia,Mauritania,6
Indonesia,Mauritius,192
Indonesia,Malaysia,346048
Indonesia,New Caledonia,719
Indonesia,Nicaragua,2
Indonesia,Netherlands,62725
Indonesia,Norway,1103
Indonesia,New Zealand,4320
Indonesia,Oman,13123
Indonesia,Panama,72
Indonesia,Peru,4
Indonesia,Philippines,494
Indonesia,Papua New Guinea,6259
Indonesia,Poland,143
Indonesia,North Korea,1283
Indonesia,Portugal,605
Indonesia,Paraguay,3
Indonesia,Palestine,4
Indonesia,French Polynesia,11
Indonesia,Qatar,46878
Indonesia,Romania,35
Indonesia,Russia,359
Indonesia,Rwanda,1
Indonesia,Saudi Arabia,115241
Indonesia,Singapore,100871
Indonesia,Solomon Islands,557
Indonesia,El Salvador,1
Indonesia,Serbia,5
Indonesia,South Sudan,15
Indonesia,Suriname,23
Indonesia,Slovakia,32
Indonesia,Slovenia,26
Indonesia,Sweden,1746
Indonesia,Thailand,1156
Indonesia,Turkmenistan,1
Indonesia,Tonga,1
Indonesia,Tunisia,5
Indonesia,Turkey,247
Indonesia,Uganda,5
Indonesia,United States,65117
Indonesia,Uzbekistan,8
Indonesia,Venezuela,84
Indonesia,Vietnam,4552
Indonesia,South Africa,952
India,Angola,2
India,United Arab Emirates,1149965
India,Argentina,2
India,Australia,182645
India,Austria,4675
India,Azerbaijan,3
India,Burundi,1
India,Belgium,4239
India,Bulgaria,100
India,Bahrain,149633
India,Bahamas,194
India,Belarus,15
India,Belize,80
India,Bolivia,84
India,Brazil,210
India,Barbados,233
India,Brunei,2940
